"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","Price.per.gross.sqft","Price.per.land.sqft","outliers"
"8781",1,"MIDTOWN EAST             ","14  RENTALS - 4-10 UNIT                     ","2A",1326,36,NA,"S9","230 EAST 53RD   STREET                   ","            ",10022,2,2,4," 2,008 "," 3,680 ",1926,2,"S9"," 5,850,000 ","3/15/2016",5850000,3680,2008,1589.67391304348,2913.34661354582,0
"8985",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1018,54,NA,"C7","250 WEST 47TH STREET                     ","            ",10036,12,1,13," 2,510 "," 9,175 ",1910,2,"C7"," 7,788,753 ","11/13/2015",7788753,9175,2510,848.910408719346,3103.08884462151,0
"8986",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1035,6,NA,"C4","351 WEST 44TH   STREET                   ","            ",10036,79,0,79," 2,711 "," 10,540 ",1920,2,"C4"," 8,750,000 ","10/29/2015",8750000,10540,2711,830.170777988615,3227.59129472519,0
"8987",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1035,60,NA,"C5","360 WEST 45TH   STREET                   ","            ",10036,76,0,76," 2,962 "," 11,700 ",1930,2,"C5"," 8,750,000 ","10/29/2015",8750000,11700,2962,747.863247863248,2954.08507765024,0
"8989",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,40,NA,"C4","308 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 10,500 ",1920,2,"C4"," 6,500,000 ","7/28/2016",6500000,10500,2510,619.047619047619,2589.64143426295,0
"8990",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,41,NA,"C4","310 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 10,500 ",1920,2,"C4"," 6,000,000 ","7/28/2016",6e+06,10500,2510,571.428571428571,2390.43824701195,0
"8991",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,45,NA,"C4","318 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,545 ",1920,2,"C4"," 8,250,000 ","7/28/2016",8250000,9545,2510,864.326872708224,3286.85258964143,0
"8992",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,46,NA,"C4","320 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,545 ",1920,2,"C4"," 9,000,000 ","7/28/2016",9e+06,9545,2510,942.902042954426,3585.65737051793,0
"8993",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,47,NA,"C7","322 WEST 49TH   STREET                   ","            ",10019,17,2,19," 2,510 "," 9,545 ",1920,2,"C7"," 9,200,000 ","7/28/2016",9200000,9545,2510,963.855421686747,3665.33864541833,0
"8994",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,48,NA,"C7","324 WEST 49TH   STREET                   ","            ",10019,18,2,20," 2,510 "," 9,545 ",1920,2,"C7"," 8,800,000 ","7/28/2016",8800000,9545,2510,921.948664222106,3505.97609561753,0
"8995",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,49,NA,"C4","326 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,695 ",1920,2,"C4"," 9,500,000 ","7/28/2016",9500000,9695,2510,979.886539453326,3784.86055776892,0
"8996",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,50,NA,"C4","328 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,695 ",1920,2,"C4"," 8,000,000 ","7/28/2016",8e+06,9695,2510,825.167612171222,3187.25099601594,0
"8997",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,51,NA,"C4","330 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,695 ",1920,2,"C4"," 8,250,000 ","7/28/2016",8250000,9695,2510,850.954100051573,3286.85258964143,0
"8998",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,52,NA,"C4","332 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,695 ",1920,2,"C4"," 8,750,000 ","7/28/2016",8750000,9695,2510,902.527075812274,3486.05577689243,0
"8999",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,53,NA,"C4","334 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,695 ",1920,2,"C4"," 6,600,000 ","7/28/2016",6600000,9695,2510,680.763280041258,2629.48207171315,0
"9000",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,53,NA,"C4","334 WEST 49TH STREET                     ","            ",10019,20,0,20," 2,510 "," 9,695 ",1920,2,"C4"," 5,000,000 ","4/1/2016",5e+06,9695,2510,515.729757607014,1992.03187250996,0
"9001",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,54,NA,"C4","336 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,695 ",1920,2,"C4"," 6,000,000 ","7/28/2016",6e+06,9695,2510,618.875709128417,2390.43824701195,0
"9002",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,55,NA,"C4","338 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 9,695 ",1920,2,"C4"," 6,750,000 ","7/28/2016",6750000,9695,2510,696.235172769469,2689.24302788845,0
"9003",1,"MIDTOWN WEST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1039,56,NA,"C7","340 WEST 49TH   STREET                   ","            ",10019,17,2,19," 2,510 "," 9,696 ",1920,2,"C7"," 8,400,000 ","7/28/2016",8400000,9696,2510,866.336633663366,3346.61354581673,0
"9005",1,"MIDTOWN WEST             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1010,46,NA,"D7","134 WEST 58TH   STREET                   ","            ",10019,120,1,121," 5,306 "," 61,791 ",1930,2,"D7"," 61,500,000 ","7/26/2016",61500000,61791,5306,995.290576297519,11590.6520919714,0
"13703",1,"MORNINGSIDE HEIGHTS      ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1963,9,NA,"D3","415 WEST 120 STREET                      ","            ",10027,50,0,50," 7,569 "," 32,295 ",1910,2,"D3"," 19,000,000 ","1/28/2016",1.9e+07,32295,7569,588.326366310574,2510.23913330691,0
"13704",1,"MORNINGSIDE HEIGHTS      ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1976,1,NA,"D7","3060 BROADWAY                            ","            ",10027,36,5,41," 9,983 "," 48,060 ",1913,2,"D7"," 35,250,000 ","2/10/2016",35250000,48060,9983,733.458177278402,3531.00270459782,0
"13787",1,"MURRAY HILL              ","07  RENTALS - WALKUP APARTMENTS             ","2B",895,12,NA,"C5","113 EAST 39TH   STREET                   ","            ",10016,7,1,8," 1,646 "," 6,055 ",1920,2,"C5"," 4,395,000 ","1/21/2016",4395000,6055,1646,725.846407927333,2670.10935601458,0
"13791",1,"MURRAY HILL              ","07  RENTALS - WALKUP APARTMENTS             ","2B",914,21,NA,"C5","243 EAST 33RD   STREET                   ","            ",10016,9,0,9," 1,481 "," 4,170 ",1920,2,"C5"," 29,000,000 ","2/8/2016",2.9e+07,4170,1481,6954.43645083933,19581.3639432816,0
"13792",1,"MURRAY HILL              ","07  RENTALS - WALKUP APARTMENTS             ","2",914,61,NA,"C7","497 3 AVENUE                             ","            ",10016,12,1,13," 2,027 "," 8,510 ",1930,2,"C7"," 11,250,000 ","3/15/2016",11250000,8510,2027,1321.9741480611,5550.07400098668,0
"13793",1,"MURRAY HILL              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",861,27,NA,"D7","31-37 EAST 31ST   STREET                 ","            ",10016,92,3,95," 8,459 "," 91,500 ",1914,2,"D7"," 82,431,000 ","9/10/2015",82431000,91500,8459,900.885245901639,9744.76888521102,0
"13794",1,"MURRAY HILL              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",866,13,NA,"D6","15 EAST 36TH   STREET                    ","            ",10016,55,1,56," 7,406 "," 43,696 ",1940,2,"D6"," 33,000,000 ","4/7/2016",3.3e+07,43696,7406,755.217868912486,4455.84661085606,0
"13795",1,"MURRAY HILL              ","08  RENTALS - ELEVATOR APARTMENTS           ","2A",893,8,NA,"D9","107 EAST 37 STREET                       ","            ",10016,6,0,6," 2,074 "," 8,000 ",1920,2,"D9"," 7,600,000 ","8/3/2016",7600000,8000,2074,950,3664.41658630665,0
"13796",1,"MURRAY HILL              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",895,82,NA,"D9","114-116 EAST 40TH STREET                 ","            ",10016,35,2,37," 3,950 "," 26,178 ",1925,2,"D9"," 20,534,927 ","9/10/2015",20534927,26178,3950,784.43452517381,5198.71569620253,0
"14380",1,"SOHO                     ","07  RENTALS - WALKUP APARTMENTS             ","2",476,85,NA,"C7","42-44 GRAND STREET                       ","            ",10013,16,1,17," 2,506 "," 10,150 ",1900,2,"C7"," 12,100,000 ","7/8/2016",12100000,10150,2506,1192.11822660099,4828.41181165203,0
"14382",1,"SOHO                     ","07  RENTALS - WALKUP APARTMENTS             ","2",491,27,NA,"C4","552 BROOME ST                            ","            ",10013,11,0,11," 2,113 "," 8,470 ",1900,2,"C4"," 7,100,000 ","8/9/2016",7100000,8470,2113,838.252656434475,3360.15144344534,0
"14383",1,"SOHO                     ","07  RENTALS - WALKUP APARTMENTS             ","2",516,14,NA,"C5","152 THOMPSON STREET                      ","            ",10012,30,0,30," 4,908 "," 20,195 ",1900,2,"C5"," 21,000,000 ","9/16/2015",2.1e+07,20195,4908,1039.86135181976,4278.72860635697,0
"14619",1,"SOHO                     ","14  RENTALS - 4-10 UNIT                     ","2A",230,7,NA,"S9","325 CANAL STREET                         ","            ",10013,4,2,6," 1,725 "," 5,456 ",1915,2,"S9"," 7,250,000 ","7/28/2016",7250000,5456,1725,1328.81231671554,4202.89855072464,0
"14620",1,"SOHO                     ","14  RENTALS - 4-10 UNIT                     ","2B",232,13,NA,"S9","125 GRAND STREET                         ","            ",10013,6,2,8," 4,022 "," 14,800 ",1910,2,"S9"," 20,377,000 ","5/5/2016",20377000,14800,4022,1376.82432432432,5066.38488314271,0
"14621",1,"SOHO                     ","14  RENTALS - 4-10 UNIT                     ","2A",489,4,NA,"S4","61 SULLIVAN STREET                       ","            ",10012,4,1,5," 1,680 "," 5,474 ",1900,2,"S4"," 8,050,000 ","10/13/2015",8050000,5474,1680,1470.58823529412,4791.66666666667,0
"14622",1,"SOHO                     ","14  RENTALS - 4-10 UNIT                     ","2B",489,13,NA,"S5","81 SULLIVAN STREET                       ","            ",10012,6,1,7," 2,500 "," 6,297 ",1900,2,"S5"," 11,000,000 ","10/14/2015",1.1e+07,6297,2500,1746.86358583452,4400,0
"15362",1,"TRIBECA                  ","14  RENTALS - 4-10 UNIT                     ","2A",144,12,NA,"S4","155 DUANE STREET                         ","            ",10013,4,1,5," 641 "," 3,205 ",1910,2,"S4"," 7,700,000 ","1/15/2016",7700000,3205,641,2402.49609984399,12012.48049922,0
"15363",1,"TRIBECA                  ","14  RENTALS - 4-10 UNIT                     ","2A",193,20,NA,"S4","293 CHURCH STREET                        ","            ",10013,4,1,5," 1,613 "," 7,100 ",1910,2,"S4"," 11,500,000 ","3/30/2016",11500000,7100,1613,1619.71830985915,7129.57222566646,0
"15473",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1390,10,NA,"C5","9 EAST 75TH STREET                       ","18",10021,18,1,19," 2,554 "," 13,176 ",1952,2,"C5"," 28,700,000 ","6/10/2016",28700000,13176,2554,2178.20279295689,11237.2748629601,0
"15475",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1395,21,NA,"C7","145 EAST 60TH   STREET                   ","            ",10022,16,2,18," 4,017 "," 10,671 ",1900,2,"C7"," 42,592,206 ","10/13/2015",42592206,10671,4017,3991.39780714085,10602.9887976102,0
"15476",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1395,44,NA,"C5","162 EAST 61ST STREET                     ","            ",10065,7,0,7," 1,908 "," 5,130 ",1920,2,"C5"," 4,655,081 ","9/10/2015",4655081,5130,1908,907.423196881092,2439.76991614256,0
"15477",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2A",1397,29,NA,"C2","163 EAST 62ND STREET                     ","5",10065,5,0,5," 1,575 "," 3,520 ",1910,2,"C2"," 6,750,000 ","9/9/2015",6750000,3520,1575,1917.61363636364,4285.71428571429,0
"15480",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1432,15,NA,"C5","239 EAST 77TH   STREET                   ","            ",10075,16,0,16," 2,554 "," 7,400 ",1910,2,"C5"," 7,500,000 ","11/19/2015",7500000,7400,2554,1013.51351351351,2936.57008613939,0
"15481",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1440,19,NA,"C4","341 EAST 65TH   STREET                   ","            ",10065,20,0,20," 2,711 "," 10,060 ",1910,2,"C4"," 8,250,000 ","8/3/2016",8250000,10060,2711,820.079522862823,3043.15750645518,0
"15482",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1440,20,NA,"C4","343 EAST 65TH   STREET                   ","            ",10065,20,0,20," 2,711 "," 10,060 ",1910,2,"C4"," 8,250,000 ","8/3/2016",8250000,10060,2711,820.079522862823,3043.15750645518,0
"15486",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1448,24,NA,"C7","1363 1 AVENUE                            ","            ",10021,9,1,10," 1,875 "," 6,000 ",1910,2,"C7"," 9,400,000 ","1/25/2016",9400000,6000,1875,1566.66666666667,5013.33333333333,0
"15489",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1451,42,NA,"C5","324 EAST 77TH   STREET                   ","            ",10075,24,0,24," 2,554 "," 9,770 ",1910,2,"C5"," 1,250,000 ","5/13/2016",1250000,9770,2554,127.942681678608,489.428347689898,0
"15490",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1453,42,NA,"C4","322 EAST 79TH   STREET                   ","            ",10075,10,0,10," 2,043 "," 6,015 ",1910,2,"C4"," 4,500,000 ","1/6/2016",4500000,6015,2043,748.129675810474,2202.64317180617,0
"15491",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2",1473,10,NA,"C4","413 EAST 78TH   STREET                   ","            ",10075,12,0,12," 2,554 "," 7,500 ",1910,2,"C4"," 5,750,000 ","9/11/2015",5750000,7500,2554,766.666666666667,2251.37039937353,0
"15493",1,"UPPER EAST SIDE (59-79)  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1473,24,NA,"C7","1481 YORK AVENUE                         ","            ",10075,8,1,9," 1,875 "," 7,500 ",1910,2,"C7"," 7,350,000 ","10/15/2015",7350000,7500,1875,980,3920,0
"15510",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1412,16,NA,"D7","1104 LEXINGTON AVENUE                    ","17",10075,10,7,17," 3,065 "," 16,890 ",1929,2,"D7"," 52,600,000 ","4/6/2016",52600000,16890,3065,3114.26879810539,17161.5008156607,0
"15511",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1417,28,NA,"D6","1191 2 AVENUE                            ","            ",10065,186,5,191," 15,564 "," 207,284 ",1964,2,"D6"," 180,000,000 ","3/9/2016",1.8e+08,207284,15564,868.373825283186,11565.1503469545,0
"15512",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1429,128,NA,"D3","244 EAST 75TH STREET                     ","            ",10021,24,0,24," 2,147 "," 12,882 ",1930,2,"D3"," 13,728,697 ","9/10/2015",13728697,12882,2147,1065.72713864307,6394.36283185841,0
"15513",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1432,27,NA,"D9","266-268 EAST 78TH STREET                 ","            ",10075,17,1,18," 2,511 "," 22,761 ",1981,2,"D9"," 20,690,536 ","9/10/2015",20690536,22761,2511,909.034576688195,8239.95858223815,0
"15514",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1437,17,NA,"D9","341-343 EAST 62ND STREET                 ","            ",10065,17,0,17," 3,414 "," 11,900 ",1910,2,"D9"," 12,870,755 ","9/10/2015",12870755,11900,3414,1081.57605042017,3769.99267721148,0
"15515",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1437,29,NA,"D9","1147 FIRST AVENUE                        ","            ",10065,75,2,77," 6,522 "," 67,880 ",1900,2,"D9"," 54,316,839 ","9/10/2015",54316839,67880,6522,800.189142604596,8328.248850046,0
"15517",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1443,25,NA,"D9","1269 FIRST AVENUE                        ","            ",10065,20,3,23," 3,690 "," 15,490 ",1910,2,"D9"," 17,750,000 ","6/29/2016",17750000,15490,3690,1145.90058102001,4810.29810298103,0
"15518",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1447,23,NA,"D6","1347 1 AVENUE                            ","            ",10021,144,1,145," 11,238 "," 173,031 ",1962,2,"D6"," 130,000,000 ","3/9/2016",1.3e+08,173031,11238,751.310458819518,11567.8946431749,0
"15519",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1451,11,NA,"D9","343 EAST 76TH STREET                     ","            ",10021,24,0,24," 2,554 "," 12,750 ",1920,2,"D9"," 8,568,524 ","9/10/2015",8568524,12750,2554,672.041098039216,3354.94283476899,0
"15520",1,"UPPER EAST SIDE (59-79)  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1452,26,NA,"D9","1485 FIRST AVENUE                        ","            ",10075,19,1,20," 2,550 "," 16,100 ",1940,2,"D9"," 14,141,682 ","9/10/2015",14141682,16100,2550,878.365341614907,5545.75764705882,0
"16460",1,"UPPER EAST SIDE (59-79)  ","11A CONDO-RENTALS                           ","2C",1378,1001,NA,"RR","35 EAST 63RD   STREET                    ","RU          ",10065,8,0,8," -   "," 22,591 ",1910,2,"RR"," 2,400,000 ","7/13/2016",2400000,22591,NA,106.236997034217,0,0
"16461",1,"UPPER EAST SIDE (59-79)  ","11A CONDO-RENTALS                           ","2",1414,1402,NA,"RR","220 EAST 60TH STREET                     ","RES         ",10022,42,0,42," -   "," 37,492 ",2006,2,"RR"," 810,000 ","5/18/2016",810000,37492,NA,21.6046089832498,0,0
"17074",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2B",1395,23,NA,"S5","149 EAST 60TH   STREET                   ","            ",10022,6,1,7," 2,008 "," 6,380 ",1910,2,"S5"," 21,296,103 ","10/13/2015",21296103,6380,2008,3337.94717868339,10605.6289840637,0
"17075",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2B",1395,24,NA,"S9","151 EAST 60TH   STREET                   ","            ",10022,6,2,8," 2,008 "," 6,600 ",1910,2,"S9"," 58,054,254 ","10/13/2015",58054254,6600,2008,8796.09909090909,28911.4810756972,0
"17076",1,"UPPER EAST SIDE (59-79)  ","14  RENTALS - 4-10 UNIT                     ","2B",1395,120,NA,"S5","143 EAST 60TH   STREET                   ","            ",10022,6,1,7," 1,608 "," 5,820 ",1900,2,"S5"," 17,054,697 ","10/13/2015",17054697,5820,1608,2930.36030927835,10606.1548507463,0
