"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","Price.per.gross.sqft","Price.per.land.sqft","outliers"
"6111",1,"HARLEM-UPPER             ","07  RENTALS - WALKUP APARTMENTS             ","2",2082,56,NA,"C1","558 WEST 151ST STREET                    ","            ",10031,15,0,15," 2,498 "," 10,875 ",1977,2,"C1"," 3,650,000 ","1/13/2016",3650000,10875,2498,335.632183908046,1461.16893514812,0
"6112",1,"HARLEM-UPPER             ","07  RENTALS - WALKUP APARTMENTS             ","2",2083,26,NA,"C1","511 WEST 151 STREET                      ","            ",10031,31,0,31," 7,433 "," 26,630 ",1900,2,"C1"," 8,500,000 ","3/16/2016",8500000,26630,7433,319.188884716485,1143.54903807346,0
"6114",1,"HARLEM-UPPER             ","07  RENTALS - WALKUP APARTMENTS             ","2",2083,58,NA,"C1","584 WEST 152 STREET                      ","            ",10031,21,0,21," 4,996 "," 17,960 ",1900,2,"C1"," 6,660,000 ","7/26/2016",6660000,17960,4996,370.824053452116,1333.06645316253,0
"6116",1,"HARLEM-UPPER             ","07  RENTALS - WALKUP APARTMENTS             ","2A",2094,23,NA,"C2","617 WEST 147TH STREET                    ","            ",10031,6,0,6," 1,615 "," 2,226 ",1926,2,"C2"," 625,000 ","4/18/2016",625000,2226,1615,280.772686433064,386.996904024768,0
"6117",1,"HARLEM-UPPER             ","07  RENTALS - WALKUP APARTMENTS             ","2A",2094,137,NA,"C2","608 WEST 148 STREET                      ","            ",10031,6,0,6," 1,649 "," 3,515 ",1926,2,"C2"," 1,500,000 ","10/2/2015",1500000,3515,1649,426.74253200569,909.642207398423,0
"6118",1,"HARLEM-UPPER             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2061,29,NA,"D1","723 ST NICHOLAS AVENUE                   ","            ",10031,40,0,40," 7,411 "," 33,780 ",1906,2,"D1"," 15,500,000 ","9/18/2015",15500000,33780,7411,458.851391355832,2091.48562946971,0
"6119",1,"HARLEM-UPPER             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2069,42,NA,"D1","880 ST NICHOLAS AVENUE                   ","            ",10032,36,0,36," 9,775 "," 43,160 ",1920,2,"D1"," 11,100,000 ","6/28/2016",11100000,43160,9775,257.182576459685,1135.54987212276,0
"6120",1,"HARLEM-UPPER             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2075,14,NA,"D1","519 WEST 143RD STREET                    ","            ",10031,24,0,24," 7,077 "," 29,520 ",1920,2,"D1"," 9,300,000 ","5/12/2016",9300000,29520,7077,315.040650406504,1314.1161509114,0
"6122",1,"HARLEM-UPPER             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2075,53,NA,"D1","550 WEST 144TH STREET                    ","            ",10031,30,0,30," 8,743 "," 45,000 ",1910,2,"D1"," 12,963,964 ","5/9/2016",12963964,45000,8743,288.088088888889,1482.78211140341,0
"6123",1,"HARLEM-UPPER             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2082,1,NA,"D7","3640 BROADWAY                            ","            ",10031,35,6,41," 10,000 "," 44,922 ",1910,2,"D7"," 16,750,000 ","2/23/2016",16750000,44922,10000,372.868527670184,1675,0
"6126",1,"HARLEM-UPPER             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2097,14,NA,"D3","730 RIVERSIDE DRIVE                      ","            ",10031,64,0,64," 10,046 "," 107,530 ",1920,2,"D3"," 33,332,513 ","3/3/2016",33332513,107530,10046,309.98338138194,3317.98855265777,0
"6127",1,"HARLEM-UPPER             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2098,23,NA,"D1","605 WEST 151 STREET                      ","            ",10031,25,0,25," 7,494 "," 30,978 ",1920,2,"D1"," 7,650,000 ","6/1/2016",7650000,30978,7494,246.949447995352,1020.81665332266,0
"6204",1,"HARLEM-UPPER             ","14  RENTALS - 4-10 UNIT                     ","2B",2059,151,NA,"S5","450 WEST 145 STREET                      ","            ",10031,6,1,7," 1,599 "," 3,388 ",1926,2,"S5"," 1,700,000 ","7/5/2016",1700000,3388,1599,501.770956316411,1063.16447779862,0
"6233",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2B",1967,73,NA,"C5","6 CONVENT AVENUE                         ","            ",10027,10,0,10," 846 "," 1,850 ",1926,2,"C5"," 913,612 ","8/12/2016",913612,1850,846,493.844324324324,1079.91962174941,0
"6234",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2A",1967,173,NA,"C2","8 CONVENT AVENUE                         ","            ",10027,6,0,6," 799 "," 1,850 ",1926,2,"C2"," 1,235,000 ","1/20/2016",1235000,1850,799,667.567567567568,1545.68210262829,0
"6235",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",1970,55,NA,"C1","102 CONVENT AVENUE                       ","34",10027,34,0,34," 7,150 "," 24,465 ",1901,2,"C1"," 11,000,000 ","5/26/2016",1.1e+07,24465,7150,449.621908849377,1538.46153846154,0
"6236",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",1982,69,NA,"C1","556 WEST 126 STREET                      ","            ",10027,18,0,18," 3,980 "," 16,266 ",1910,2,"C1"," 21,960,000 ","1/27/2016",21960000,16266,3980,1350.05533013648,5517.58793969849,0
"6238",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",1982,73,NA,"C7","564 WEST 126 STREET                      ","            ",10027,20,5,25," 4,121 "," 19,255 ",1901,2,"C7"," 12,440,000 ","1/27/2016",12440000,19255,4121,646.065956894313,3018.6847852463,0
"6239",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",1988,25,NA,"C1","507 WEST 134 STREET                      ","20",10031,20,0,20," 3,922 "," 13,040 ",1905,2,"C1"," 6,060,000 ","6/16/2016",6060000,13040,3922,464.723926380368,1545.13003569607,0
"6241",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",1988,114,NA,"C1","508 WEST 136 STREET                      ","            ",10031,25,0,25," 3,747 "," 15,048 ",1905,2,"C1"," 6,725,000 ","9/30/2015",6725000,15048,3747,446.903242955875,1794.76914865226,0
"6242",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",2001,38,NA,"C1","602-616 WEST 135 STREET                  ","            ",10031,187,0,187," 30,883 "," 106,456 ",1926,2,"C1"," 14,408,394 ","6/30/2016",14408394,106456,30883,135.346002104156,466.54774471392,0
"6243",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",2001,50,NA,"C1","618-622 WEST 135TH STREET                ","            ",10031,60,0,60," 11,580 "," 48,620 ",1926,2,"C1"," 6,976,401 ","6/30/2016",6976401,48620,11580,143.488296997121,602.452590673575,0
"6248",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",2002,26,NA,"C1","609 WEST 135 STREET                      ","            ",10031,21,0,21," 3,997 "," 14,260 ",1905,2,"C1"," 31,000,000 ","9/10/2015",3.1e+07,14260,3997,2173.91304347826,7755.81686264699,0
"6249",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",2002,79,NA,"C1","615 WEST 136TH STREET                    ","            ",10031,21,0,21," 5,396 "," 19,270 ",1908,2,"C1"," 7,750,000 ","6/23/2016",7750000,19270,5396,402.179553710431,1436.24907338769,0
"6252",1,"HARLEM-WEST              ","07  RENTALS - WALKUP APARTMENTS             ","2",2071,57,NA,"C5","546 WEST 140TH STREET                    ","            ",10031,11,0,11," 1,632 "," 2,445 ",1920,2,"C5"," 2,200,000 ","9/2/2015",2200000,2445,1632,899.795501022495,1348.03921568627,0
"6257",1,"HARLEM-WEST              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2002,52,NA,"D1","606 WEST 137 STREET                      ","            ",10031,26,0,26," 6,495 "," 27,810 ",1905,2,"D1"," 7,900,000 ","1/19/2016",7900000,27810,6495,284.070478245236,1216.32024634334,0
"6258",1,"HARLEM-WEST              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",2071,36,NA,"D6","1616 AMSTERDAM AVENUE                    ","            ",10031,52,6,58," 12,490 "," 58,810 ",1916,2,"D6"," 23,000,000 ","2/25/2016",2.3e+07,58810,12490,391.089950688658,1841.47317854283,0
"6290",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2215,237,NA,"C1","104 TERRACE VIEW AVENUE                  ","            ",10463,12,0,12," 3,730 "," 10,690 ",1915,2,"C1"," 2,700,000 ","8/31/2016",2700000,10690,3730,252.572497661366,723.860589812332,0
"6291",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2218,8,NA,"C1","65 POST AVENUE                           ","            ",10034,43,0,43," 11,250 "," 29,990 ",1940,2,"C1"," 7,402,778 ","3/29/2016",7402778,29990,11250,246.841547182394,658.024711111111,0
"6292",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2218,14,NA,"C1","83 POST AVENUE                           ","            ",10034,20,0,20," 4,200 "," 14,490 ",1920,2,"C1"," 3,256,000 ","2/3/2016",3256000,14490,4200,224.706694271912,775.238095238095,0
"6293",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2224,5,NA,"C1","11 VERMILYEA AVENUE                      ","            ",10034,21,0,21," 7,500 "," 22,650 ",1922,2,"C1"," 4,530,000 ","10/14/2015",4530000,22650,7500,200,604,0
"6294",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2224,13,NA,"C1","25 VERMILYEA AVENUE                      ","            ",10034,30,0,30," 7,500 "," 23,650 ",1915,2,"C1"," 5,620,000 ","10/14/2015",5620000,23650,7500,237.632135306554,749.333333333333,0
"6295",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2224,31,NA,"C1","132 SHERMAN AVENUE                       ","            ",10034,22,0,22," 5,000 "," 17,390 ",1915,2,"C1"," 5,100,000 ","8/25/2016",5100000,17390,5000,293.271995399655,1020,0
"6296",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2226,13,NA,"C4","121 VERMILYEA AVENUE                     ","            ",10034,17,0,17," 3,750 "," 12,240 ",1910,2,"C4"," 2,750,000 ","11/5/2015",2750000,12240,3750,224.673202614379,733.333333333333,0
"6297",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2226,15,NA,"C4","125 VERMILYEA AVE                        ","            ",10034,17,0,17," 3,750 "," 12,224 ",1910,2,"C4"," 2,737,600 ","2/3/2016",2737600,12224,3750,223.952879581152,730.026666666667,0
"6298",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2227,11,NA,"C1","546 ISHAM STREET                         ","            ",10034,49,0,49," 10,000 "," 37,700 ",1928,2,"C1"," 9,400,000 ","8/16/2016",9400000,37700,10000,249.336870026525,940,0
"6299",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2227,21,NA,"C1","250-252 SHERMAN AVENUE                   ","            ",10034,20,0,20," 5,000 "," 17,350 ",1913,2,"C1"," 3,500,000 ","8/23/2016",3500000,17350,5000,201.729106628242,700,0
"6300",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2230,27,NA,"C1","509 WEST 212 STREET                      ","            ",10034,44,0,44," 9,992 "," 37,940 ",1922,2,"C1"," 7,085,544 ","3/23/2016",7085544,37940,9992,186.756562994201,709.121697357886,0
"6301",1,"INWOOD                   ","07  RENTALS - WALKUP APARTMENTS             ","2",2234,40,NA,"C1","54 VERMILYEA AVE                         ","            ",10034,21,0,21," 5,000 "," 19,137 ",1917,2,"C1"," 3,398,400 ","2/3/2016",3398400,19137,5000,177.582693212102,679.68,0
"6395",1,"JAVITS CENTER            ","07  RENTALS - WALKUP APARTMENTS             ","2",733,45,NA,"C7","412 WEST 36TH   STREET                   ","            ",10018,13,1,14," 2,468 "," 10,500 ",1920,2,"C7"," 11,500,000 ","10/21/2015",11500000,10500,2468,1095.2380952381,4659.64343598055,0
"6396",1,"JAVITS CENTER            ","07  RENTALS - WALKUP APARTMENTS             ","2",734,5,NA,"C4","453 WEST 36TH   STREET                   ","            ",10018,24,0,24," 2,465 "," 12,449 ",1900,2,"C4"," 1,876,000 ","8/30/2016",1876000,12449,2465,150.6948349265,761.05476673428,0
"6397",1,"JAVITS CENTER            ","07  RENTALS - WALKUP APARTMENTS             ","2",734,5,NA,"C4","453 WEST 36TH   STREET                   ","            ",10018,24,0,24," 2,465 "," 12,449 ",1900,2,"C4"," 469,000 ","8/30/2016",469000,12449,2465,37.673708731625,190.26369168357,0
"6398",1,"JAVITS CENTER            ","07  RENTALS - WALKUP APARTMENTS             ","2",735,58,NA,"C4","434 WEST 38TH   STREET                   ","            ",10018,12,0,12," 2,770 "," 7,175 ",1910,2,"C4"," 1,260,000 ","8/30/2016",1260000,7175,2770,175.609756097561,454.873646209386,0
"6427",1,"JAVITS CENTER            ","14  RENTALS - 4-10 UNIT                     ","2A",737,36,NA,"S3","533 9 AVENUE                             ","            ",10018,3,1,4," 1,300 "," 4,000 ",1900,2,"S3"," 5,700,000 ","6/2/2016",5700000,4000,1300,1425,4384.61538461538,0
"6462",1,"KIPS BAY                 ","07  RENTALS - WALKUP APARTMENTS             ","2",923,47,NA,"C4","332 EAST 18TH   STREET                   ","            ",10003,24,0,24," 3,680 "," 16,680 ",1910,2,"C4"," 14,625,000 ","2/16/2016",14625000,16680,3680,876.798561151079,3974.1847826087,0
"6464",1,"KIPS BAY                 ","07  RENTALS - WALKUP APARTMENTS             ","2A",924,55,NA,"C2","320 EAST 19TH   STREET                   ","            ",10003,6,0,6," 1,924 "," 4,268 ",1930,2,"C2"," 5,000,000 ","3/4/2016",5e+06,4268,1924,1171.50890346767,2598.7525987526,0
"6465",1,"KIPS BAY                 ","07  RENTALS - WALKUP APARTMENTS             ","2",928,23,NA,"C4","341 EAST 22ND STREET                     ","            ",10010,11,0,11," 1,775 "," 6,295 ",1901,2,"C4"," 6,270,000 ","5/5/2016",6270000,6295,1775,996.028594122319,3532.39436619718,0
"6466",1,"KIPS BAY                 ","07  RENTALS - WALKUP APARTMENTS             ","2B",928,24,NA,"C7","377 1 AVENUE                             ","            ",10010,8,2,10," 1,839 "," 6,183 ",1910,2,"C7"," 6,000,000 ","10/23/2015",6e+06,6183,1839,970.402717127608,3262.6427406199,0
"6467",1,"KIPS BAY                 ","07  RENTALS - WALKUP APARTMENTS             ","2",928,26,NA,"C7","383 1 AVENUE                             ","            ",10010,36,3,39," 9,379 "," 26,769 ",1901,2,"C7"," 18,500,000 ","9/11/2015",18500000,26769,9379,691.097911763607,1972.49173685894,0
"6469",1,"KIPS BAY                 ","07  RENTALS - WALKUP APARTMENTS             ","2B",939,24,NA,"C4","339 EAST 33RD STREET                     ","            ",10016,7,0,7," 1,975 "," 3,980 ",1901,2,"C4"," 9,200,000 ","3/31/2016",9200000,3980,1975,2311.55778894472,4658.22784810127,0
"6471",1,"KIPS BAY                 ","07  RENTALS - WALKUP APARTMENTS             ","2B",939,26,NA,"C7","343 EAST 33 STREET                       ","            ",10016,9,1,10," 2,469 "," 4,976 ",1901,2,"C7"," 5,900,000 ","9/10/2015",5900000,4976,2469,1185.69131832797,2389.63142972863,0
"6472",1,"KIPS BAY                 ","08  RENTALS - ELEVATOR APARTMENTS           ","2",927,38,NA,"D9","320 EAST 22ND   STREET                   ","            ",10010,94,0,94," 15,112 "," 67,048 ",1948,2,"D9"," 87,500,000 ","3/3/2016",87500000,67048,15112,1305.03519866364,5790.10058231869,0
"6473",1,"KIPS BAY                 ","08  RENTALS - ELEVATOR APARTMENTS           ","2",935,53,NA,"D9","312-316 EAST 30TH STREET                 ","            ",10016,67,0,67," 6,164 "," 47,820 ",1986,2,"D9"," 50,956,406 ","9/10/2015",50956406,47820,6164,1065.58774571309,8266.77579493835,0
"6477",1,"KIPS BAY                 ","08  RENTALS - ELEVATOR APARTMENTS           ","2",972,1,NA,"D7","240 1 AVENUE                             ","            ",10009,8759,46,8805," 2,675,000 "," 8,942,176 ",1945,2,"D7"," 4,111,111,766 ","12/18/2015",4111111766,8942176,2675000,459.744000341751,1536.86421158879,0
"6478",1,"KIPS BAY                 ","08  RENTALS - ELEVATOR APARTMENTS           ","2",978,1,NA,"D6","342 1 AVENUE                             ","            ",10009,2491,7,2498," 828,650 "," 3,122,165 ",1947,2,"D6"," 1,345,485,019 ","12/18/2015",1345485019,3122165,828650,430.946160436748,1623.70725758764,0
"6761",1,"LITTLE ITALY             ","07  RENTALS - WALKUP APARTMENTS             ","2B",493,16,NA,"C5","24 PRINCE STREET                         ","            ",10012,8,0,8," 2,470 "," 7,987 ",1900,2,"C5"," 13,750,000 ","4/18/2016",13750000,7987,2470,1721.54751471141,5566.8016194332,0
"6763",1,"LITTLE ITALY             ","07  RENTALS - WALKUP APARTMENTS             ","2",508,42,NA,"C7","239 ELIZABETH STREET                     ","            ",10012,10,1,11," 1,805 "," 7,670 ",1914,2,"C7"," 7,000,000 ","8/9/2016",7e+06,7670,1805,912.64667535854,3878.1163434903,0
"6764",1,"LITTLE ITALY             ","07  RENTALS - WALKUP APARTMENTS             ","2B",508,43,NA,"C7","237 ELIZABETH STREET                     ","            ",10012,7,1,8," 1,828 "," 5,312 ",1910,2,"C7"," 7,250,000 ","7/11/2016",7250000,5312,1828,1364.8343373494,3966.08315098468,0
"6793",1,"LITTLE ITALY             ","14  RENTALS - 4-10 UNIT                     ","2A",478,17,NA,"S4","174 ELIZABETH STREET                     ","            ",10012,4,1,5," 940 "," 2,660 ",1900,2,"S4"," 2,100,000 ","3/29/2016",2100000,2660,940,789.473684210526,2234.04255319149,0
"6794",1,"LITTLE ITALY             ","14  RENTALS - 4-10 UNIT                     ","2A",493,11,NA,"S5","232 MOTT STREET                          ","            ",10012,5,1,6," 2,175 "," 7,598 ",2006,2,"S5"," 14,730,000 ","12/17/2015",14730000,7598,2175,1938.66807054488,6772.41379310345,0
"6825",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",274,13,NA,"C4","73 MONROE ST                             ","            ",10002,16,0,16," 2,500 "," 9,660 ",1910,2,"C4"," 3,100,000 ","10/30/2015",3100000,9660,2500,320.910973084886,1240,0
"6826",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",274,38,NA,"C7","42 MARKET STREET                         ","            ",10002,18,5,23," 2,185 "," 9,265 ",1910,2,"C7"," 4,600,000 ","3/24/2016",4600000,9265,2185,496.492174851592,2105.26315789474,0
"6829",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2B",283,66,NA,"C7","150 EAST BROADWAY                        ","            ",10002,7,2,9," 1,544 "," 6,225 ",1910,2,"C7"," 4,450,000 ","1/22/2016",4450000,6225,1544,714.859437751004,2882.12435233161,0
"6830",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",283,72,NA,"C7","162 EAST BROADWAY                        ","            ",10002,10,1,11," 1,140 "," 5,572 ",1900,2,"C7"," 6,600,000 ","12/29/2015",6600000,5572,1140,1184.49389806174,5789.47368421053,0
"6831",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",349,29,NA,"C7","69 CLINTON STREET                        ","            ",10002,16,2,18," 1,490 "," 6,705 ",1920,2,"C7"," 8,800,000 ","6/24/2016",8800000,6705,1490,1312.45339299031,5906.04026845638,0
"6832",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2A",355,51,NA,"C3","249 EAST HOUSTON STREET                  ","            ",10002,4,0,4," 1,406 "," 2,799 ",1900,2,"C3"," 4,200,000 ","9/10/2015",4200000,2799,1406,1500.5359056806,2987.19772403983,0
"6834",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",408,11,NA,"C7","249 BROOME STREET                        ","            ",10002,22,2,24," 3,630 "," 19,053 ",1920,2,"C7"," 12,300,000 ","10/14/2015",12300000,19053,3630,645.567627145331,3388.42975206612,0
"6836",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",411,64,NA,"C7","139 ESSEX STREET                         ","            ",10002,16,2,18," 2,250 "," 9,150 ",1900,2,"C7"," 15,500,000 ","4/22/2016",15500000,9150,2250,1693.98907103825,6888.88888888889,0
"6838",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",418,32,NA,"C7","100 FORSYTH STREET                       ","            ",10002,18,2,20," 2,525 "," 9,450 ",1900,2,"C7"," 16,000,000 ","12/18/2015",1.6e+07,9450,2525,1693.12169312169,6336.63366336634,0
"6845",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",426,25,NA,"C7","19 STANTON STREET                        ","            ",10002,13,1,14," 1,667 "," 9,967 ",1900,2,"C7"," 12,000,000 ","9/16/2015",1.2e+07,9967,1667,1203.97311126718,7198.56028794241,0
"6846",1,"LOWER EAST SIDE          ","07  RENTALS - WALKUP APARTMENTS             ","2",426,34,NA,"C7","187 CHRYSTIE STREET                      ","            ",10002,15,2,17," 2,483 "," 8,540 ",1900,2,"C7"," 8,000,000 ","4/6/2016",8e+06,8540,2483,936.768149882904,3221.90898107128,0
"6849",1,"LOWER EAST SIDE          ","08  RENTALS - ELEVATOR APARTMENTS           ","2",353,69,NA,"D9","99 SUFFOLK STREET                        ","            ",10002,35,1,36," 7,531 "," 26,600 ",2001,2,"D9"," 24,550,000 ","4/1/2016",24550000,26600,7531,922.932330827068,3259.85924843978,0
"6850",1,"LOWER EAST SIDE          ","08  RENTALS - ELEVATOR APARTMENTS           ","2",354,22,NA,"D1","151 NORFOLK STREET                       ","            ",10002,35,0,35," 5,000 "," 22,404 ",1912,2,"D1"," 12,000,000 ","6/15/2016",1.2e+07,22404,5000,535.618639528656,2400,0
"7122",1,"MANHATTAN VALLEY         ","07  RENTALS - WALKUP APARTMENTS             ","2",1841,54,NA,"C4","54 WEST 106TH STREET                     ","            ",10025,20,0,20," 2,523 "," 9,980 ",1900,2,"C4"," 950,000 ","1/12/2016",950000,9980,2523,95.190380761523,376.535869996036,0
"7123",1,"MANHATTAN VALLEY         ","07  RENTALS - WALKUP APARTMENTS             ","2",1841,54,NA,"C4","54 WEST 106TH STREET                     ","            ",10025,20,0,20," 2,523 "," 9,980 ",1900,2,"C4"," 950,000 ","1/12/2016",950000,9980,2523,95.190380761523,376.535869996036,0
"7124",1,"MANHATTAN VALLEY         ","07  RENTALS - WALKUP APARTMENTS             ","2",1843,29,NA,"C5","471 CENTRAL PARK WEST                    ","            ",10025,37,0,37," 4,092 "," 17,625 ",1941,2,"C5"," 65,000,000 ","2/1/2016",6.5e+07,17625,4092,3687.94326241135,15884.6529814272,0
"7132",1,"MANHATTAN VALLEY         ","07  RENTALS - WALKUP APARTMENTS             ","2B",1847,29,NA,"C5","308 WEST 113TH STREET                    ","            ",10026,8,0,8," 1,682 "," 3,332 ",1900,2,"C5"," 8,000,000 ","5/24/2016",8e+06,3332,1682,2400.96038415366,4756.24256837099,0
"7135",1,"MANHATTAN VALLEY         ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1838,21,NA,"D1","50 MANHATTAN AVENUE                      ","            ",10025,49,0,49," 9,587 "," 42,783 ",1925,2,"D1"," 25,800,000 ","7/6/2016",25800000,42783,9587,603.043264848187,2691.14425784917,0
"7341",1,"MIDTOWN CBD              ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1302,33,NA,"D7","760 3 AVENUE                             ","            ",10017,299,11,310," 29,120 "," 297,703 ",1929,2,"D7"," 270,000,000 ","3/3/2016",2.7e+08,297703,29120,906.944169188755,9271.97802197802,0
"7599",1,"MIDTOWN EAST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1325,35,NA,"C4","240 EAST 52ND   STREET                   ","            ",10022,15,0,15," 2,511 "," 9,090 ",1900,2,"C4"," 10,500,000 ","4/6/2016",10500000,9090,2511,1155.11551155116,4181.6009557945,0
"7600",1,"MIDTOWN EAST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1332,36,NA,"C7","224 EAST 59TH   STREET                   ","            ",10022,16,1,17," 2,862 "," 11,827 ",1904,2,"C7"," 11,400,000 ","5/10/2016",11400000,11827,2862,963.89616978101,3983.2285115304,0
"7601",1,"MIDTOWN EAST             ","07  RENTALS - WALKUP APARTMENTS             ","2",1341,40,NA,"C7","320 EAST 49TH   STREET                   ","            ",10017,37,3,40," 5,725 "," 23,785 ",1930,2,"C7"," 7,161,000 ","12/18/2015",7161000,23785,5725,301.072104267395,1250.82969432314,0
"7602",1,"MIDTOWN EAST             ","07  RENTALS - WALKUP APARTMENTS             ","2B",1341,149,NA,"C7","304 EAST 49TH   STREET                   ","            ",10017,8,2,10," 1,256 "," 4,500 ",1900,2,"C7"," 5,200,000 ","9/10/2015",5200000,4500,1256,1155.55555555556,4140.12738853503,0
"7603",1,"MIDTOWN EAST             ","07  RENTALS - WALKUP APARTMENTS             ","2B",1343,31,NA,"C5","352 EAST 51ST   STREET                   ","            ",10022,8,1,9," 2,008 "," 5,812 ",1920,2,"C5"," 4,700,000 ","11/24/2015",4700000,5812,2008,808.671713695802,2340.6374501992,0
"7604",1,"MIDTOWN EAST             ","07  RENTALS - WALKUP APARTMENTS             ","2B",1345,122,NA,"C7","349 EAST 52ND   STREET                   ","            ",10022,8,1,9," 2,008 "," 6,400 ",1910,2,"C7"," 6,525,000 ","11/18/2015",6525000,6400,2008,1019.53125,3249.50199203187,0
"7608",1,"MIDTOWN EAST             ","07  RENTALS - WALKUP APARTMENTS             ","2B",1351,13,NA,"C4","329 EAST 58TH   STREET                   ","            ",10022,10,0,10," 2,360 "," 7,050 ",1900,2,"C4"," 4,500,000 ","9/24/2015",4500000,7050,2360,638.297872340426,1906.77966101695,0
"7611",1,"MIDTOWN EAST             ","07  RENTALS - WALKUP APARTMENTS             ","2B",1351,22,NA,"C4","351 EAST 58TH STREET                     ","            ",10022,10,0,10," 2,008 "," 6,075 ",1900,2,"C4"," 16,100,000 ","10/5/2015",16100000,6075,2008,2650.20576131687,8017.92828685259,0
"7614",1,"MIDTOWN EAST             ","08  RENTALS - ELEVATOR APARTMENTS           ","2B",1322,30,NA,"D6","248 EAST 49TH STREET                     ","            ",10017,8,1,9," 1,908 "," 9,614 ",1900,2,"D6"," 10,350,000 ","5/2/2016",10350000,9614,1908,1076.55502392344,5424.52830188679,0
"7615",1,"MIDTOWN EAST             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1323,30,NA,"D7","242 EAST 50TH   STREET                   ","            ",10022,24,1,25," 5,021 "," 21,150 ",1900,2,"D7"," 9,875,000 ","12/21/2015",9875000,21150,5021,466.903073286052,1966.73969328819,0
"7617",1,"MIDTOWN EAST             ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1365,9,NA,"D7","420 EAST 54TH   STREET                   ","            ",10022,323,2,325," 28,308 "," 413,233 ",1982,2,"D7"," 390,000,000 ","1/28/2016",3.9e+08,413233,28308,943.777481469292,13777.0241627808,0
"8780",1,"MIDTOWN EAST             ","14  RENTALS - 4-10 UNIT                     ","2A",1324,24,NA,"S3","947 SECOND AVENUE                        ","            ",10022,3,1,4," 1,400 "," 4,155 ",1920,2,"S3"," 8,500,000 ","12/2/2015",8500000,4155,1400,2045.72803850782,6071.42857142857,0
