"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","Price.per.gross.sqft","Price.per.land.sqft","outliers"
"6065",1,"HARLEM-UPPER             ","02  TWO FAMILY DWELLINGS                    ","1",2063,127,NA,"B1","405 WEST 148TH STREET                    ","            ",10031,2,0,2," 1,998 "," 4,420 ",1899,1,"B1"," 3,317,400 ","11/19/2015",3317400,4420,1998,750.542986425339,1660.36036036036,0
"6066",1,"HARLEM-UPPER             ","02  TWO FAMILY DWELLINGS                    ","1",2073,13,NA,"B1","541 WEST 141ST STREET                    ","            ",10031,2,0,2," 1,898 "," 3,714 ",1899,1,"B1"," 1,920,000 ","1/29/2016",1920000,3714,1898,516.962843295638,1011.59114857745,0
"6070",1,"HARLEM-UPPER             ","02  TWO FAMILY DWELLINGS                    ","1",2081,42,NA,"B1","522 WEST 150TH STREET                    ","            ",10031,2,0,2," 1,749 "," 3,604 ",1910,1,"B1"," 661,862 ","2/12/2016",661862,3604,1749,183.646503884573,378.423098913665,0
"6071",1,"HARLEM-UPPER             ","02  TWO FAMILY DWELLINGS                    ","1",2089,19,NA,"B3","625 WEST 142ND STREET                    ","            ",10031,2,0,2," 1,499 "," 3,000 ",1910,1,"B3"," 1,520,000 ","5/11/2016",1520000,3000,1499,506.666666666667,1014.00933955971,0
"6072",1,"HARLEM-UPPER             ","02  TWO FAMILY DWELLINGS                    ","1",2093,24,NA,"B3","611 146 STREET                           ","            ",10031,2,0,2," 1,998 "," 4,000 ",1910,1,"B3"," 2,600,000 ","1/14/2016",2600000,4000,1998,650,1301.3013013013,0
"6073",1,"HARLEM-UPPER             ","02  TWO FAMILY DWELLINGS                    ","1",2094,40,NA,"B3","616 WEST 148TH STREET                    ","            ",10031,2,0,2," 1,499 "," 3,000 ",1901,1,"B3"," 999,500 ","5/18/2016",999500,3000,1499,333.166666666667,666.777851901267,0
"6074",1,"HARLEM-UPPER             ","03  THREE FAMILY DWELLINGS                  ","1",2059,35,NA,"C0","471 WEST 144 STREET                      ","            ",10031,3,0,3," 1,749 "," 3,972 ",1901,1,"C0"," 1,625,000 ","10/26/2015",1625000,3972,1749,409.113796576032,929.102344196684,0
"6075",1,"HARLEM-UPPER             ","03  THREE FAMILY DWELLINGS                  ","1",2060,57,NA,"C0","468 WEST 146 STREET                      ","            ",10031,3,0,3," 2,498 "," 3,717 ",1910,1,"C0"," 1,950,000 ","7/7/2016",1950000,3717,2498,524.616626311542,780.62449959968,0
"6076",1,"HARLEM-UPPER             ","03  THREE FAMILY DWELLINGS                  ","1",2060,57,NA,"C0","468 WEST 146 STREET                      ","            ",10031,3,0,3," 2,498 "," 3,717 ",1910,1,"C0"," 1,500,000 ","10/13/2015",1500000,3717,2498,403.551251008878,600.480384307446,0
"6077",1,"HARLEM-UPPER             ","03  THREE FAMILY DWELLINGS                  ","1",2061,136,NA,"C0","404 WEST 147TH STREET                    ","            ",10031,3,0,3," 1,799 "," 4,424 ",1899,1,"C0"," 2,150,000 ","5/3/2016",2150000,4424,1799,485.985533453888,1195.10839355197,0
"6078",1,"HARLEM-UPPER             ","03  THREE FAMILY DWELLINGS                  ","1",2062,8,NA,"C0","461 WEST 147 STREET                      ","            ",10031,3,0,3," 1,873 "," 3,080 ",1997,1,"C0"," 1,862,500 ","10/7/2015",1862500,3080,1873,604.707792207792,994.394020288308,0
"6079",1,"HARLEM-UPPER             ","03  THREE FAMILY DWELLINGS                  ","1",2068,66,NA,"C0","887 ST NICHOLAS AVENUE                   ","            ",10032,3,0,3," 1,700 "," 4,576 ",1901,1,"C0"," 1,340,025 ","10/7/2015",1340025,4576,1700,292.837631118881,788.25,0
"6231",1,"HARLEM-WEST              ","03  THREE FAMILY DWELLINGS                  ","1",2071,55,NA,"C0","540 WEST 140 STREET                      ","            ",10031,3,0,3," 1,214 "," 5,945 ",1910,1,"C0"," 489,459 ","1/14/2016",489459,5945,1214,82.3312026913373,403.178747940692,0
"6232",1,"HARLEM-WEST              ","03  THREE FAMILY DWELLINGS                  ","1",2071,55,NA,"C0","540 WEST 140 STREET                      ","            ",10031,3,0,3," 1,214 "," 5,945 ",1910,1,"C0"," 1,044,729 ","1/14/2016",1044729,5945,1214,175.732380151388,860.567545304778,0
"6281",1,"INWOOD                   ","01  ONE FAMILY DWELLINGS                    ","1",2215,245,NA,"A1","92 TERRACE VIEW AVENUE                   ","            ",10463,1,0,1," 3,700 "," 2,130 ",1901,1,"A1"," 470,000 ","3/7/2016",470000,2130,3700,220.657276995305,127.027027027027,0
"6283",1,"INWOOD                   ","01  ONE FAMILY DWELLINGS                    ","1",2215,571,NA,"A1","96 MARBLE HILL AVENUE                    ","            ",10463,1,0,1," 7,373 "," 3,448 ",1901,1,"A1"," 650,000 ","5/24/2016",650000,3448,7373,188.515081206497,88.159500881595,0
"6284",1,"INWOOD                   ","01  ONE FAMILY DWELLINGS                    ","1",2215,790,NA,"A9","34 VAN CORLEAR PLACE                     ","            ",10463,1,0,1," 950 "," 1,528 ",1925,1,"A9"," 399,900 ","10/22/2015",399900,1528,950,261.714659685864,420.947368421053,0
"6285",1,"INWOOD                   ","02  TWO FAMILY DWELLINGS                    ","1",2215,192,NA,"B1","163A WEST 228TH STREET                   ","            ",10463,2,0,2," 1,665 "," 2,886 ",2003,1,"B1"," 685,000 ","5/17/2016",685000,2886,1665,237.352737352737,411.411411411411,0
"6287",1,"INWOOD                   ","02  TWO FAMILY DWELLINGS                    ","1",2215,269,NA,"B3","73 ADRIAN AVENUE                         ","            ",10463,2,0,2," 2,880 "," 2,249 ",1920,1,"B3"," 840,000 ","7/28/2016",840000,2249,2880,373.499333036905,291.666666666667,0
"6289",1,"INWOOD                   ","02  TWO FAMILY DWELLINGS                    ","1",2215,377,NA,"B1","52 ADRIAN AVENUE                         ","            ",10463,2,0,2," 2,494 "," 3,906 ",1925,1,"B1"," 720,000 ","11/11/2015",720000,3906,2494,184.331797235023,288.69286287089,0
"6461",1,"KIPS BAY                 ","02  TWO FAMILY DWELLINGS                    ","1",925,30,NA,"B1","353 EAST 19TH STREET                     ","            ",10003,2,0,2," 1,840 "," 4,000 ",1920,1,"B1"," 3,125,000 ","2/5/2016",3125000,4000,1840,781.25,1698.36956521739,0
"6759",1,"LITTLE ITALY             ","01  ONE FAMILY DWELLINGS                    ","1",471,5,NA,"A4","5 CENTRE MARKET PLACE                    ","            ",10013,1,0,1," 1,220 "," 4,700 ",1910,1,"A4"," 9,700,000 ","6/6/2016",9700000,4700,1220,2063.82978723404,7950.81967213115,0
"7115",1,"MANHATTAN VALLEY         ","01  ONE FAMILY DWELLINGS                    ","1",1841,16,NA,"A9","128 MANHATTAN AVENUE                     ","            ",10025,1,0,1," 1,418 "," 3,711 ",1900,1,"A9"," 4,455,000 ","6/23/2016",4455000,3711,1418,1200.48504446241,3141.74894217207,0
"7116",1,"MANHATTAN VALLEY         ","02  TWO FAMILY DWELLINGS                    ","1",1840,16,NA,"B1","111 MANHATTAN AVENUE                     ","            ",10025,2,0,2," 900 "," 2,880 ",1899,1,"B1"," 3,100,000 ","6/2/2016",3100000,2880,900,1076.38888888889,3444.44444444444,0
"7117",1,"MANHATTAN VALLEY         ","02  TWO FAMILY DWELLINGS                    ","1",1841,46,NA,"B3","140 MANHATTAN AVENUE                     ","            ",10025,2,0,2," 1,190 "," 3,264 ",1905,1,"B3"," 3,500,000 ","12/14/2015",3500000,3264,1190,1072.30392156863,2941.17647058824,0
"7119",1,"MANHATTAN VALLEY         ","02  TWO FAMILY DWELLINGS                    ","1",1841,49,NA,"B9","134 MANHATTAN AVENUE                     ","            ",10025,2,0,2," 1,418 "," 3,302 ",1920,1,"B9"," 5,350,000 ","8/9/2016",5350000,3302,1418,1620.23016353725,3772.91960507757,0
"7120",1,"MANHATTAN VALLEY         ","03  THREE FAMILY DWELLINGS                  ","1",1847,35,NA,"C0","320 WEST 113 STREET                      ","            ",10026,3,0,3," 1,682 "," 3,200 ",1905,1,"C0"," 1,549,884 ","9/30/2015",1549884,3200,1682,484.33875,921.453032104637,0
"7586",1,"MIDTOWN EAST             ","01  ONE FAMILY DWELLINGS                    ","1",1322,9,NA,"A4","215 EAST 48TH   STREET                   ","            ",10017,1,0,1," 1,665 "," 3,060 ",1899,1,"A4"," 4,800,000 ","10/9/2015",4800000,3060,1665,1568.62745098039,2882.88288288288,0
"7587",1,"MIDTOWN EAST             ","01  ONE FAMILY DWELLINGS                    ","1",1343,12,NA,"A4","325 EAST 50TH   STREET                   ","            ",10022,1,0,1," 1,908 "," 3,040 ",1899,1,"A4"," 6,080,000 ","9/18/2015",6080000,3040,1908,2000,3186.58280922432,0
"7589",1,"MIDTOWN EAST             ","01  ONE FAMILY DWELLINGS                    ","1",1344,12,NA,"A4","327 EAST 51ST STREET                     ","            ",10022,1,0,1," 1,883 "," 4,000 ",1899,1,"A4"," 7,765,000 ","6/1/2016",7765000,4000,1883,1941.25,4123.73871481678,0
"7594",1,"MIDTOWN EAST             ","02  TWO FAMILY DWELLINGS                    ","1",1323,141,NA,"B9","218 EAST 50TH   STREET                   ","            ",10022,2,0,2," 1,300 "," 3,117 ",1900,1,"B9"," 4,875,000 ","3/3/2016",4875000,3117,1300,1564.00384985563,3750,0
"13779",1,"MURRAY HILL              ","01  ONE FAMILY DWELLINGS                    ","1",891,8,NA,"A4","109 EAST 35TH STREET                     ","            ",10016,1,0,1," 1,852 "," 4,320 ",1901,1,"A4"," 5,250,000 ","12/17/2015",5250000,4320,1852,1215.27777777778,2834.77321814255,0
"13780",1,"MURRAY HILL              ","01  ONE FAMILY DWELLINGS                    ","1",893,71,NA,"A4","132 EAST 38TH   STREET                   ","            ",10016,1,0,1," 495 "," 1,920 ",1910,1,"A4"," 2,765,000 ","4/8/2016",2765000,1920,495,1440.10416666667,5585.85858585859,0
"13781",1,"MURRAY HILL              ","01  ONE FAMILY DWELLINGS                    ","1",893,74,NA,"A4","130 EAST 38TH STREET                     ","            ",10016,1,0,1," 491 "," 1,824 ",1910,1,"A4"," 3,100,000 ","2/29/2016",3100000,1824,491,1699.56140350877,6313.64562118126,0
"13782",1,"MURRAY HILL              ","01  ONE FAMILY DWELLINGS                    ","1",893,75,NA,"A4","128 EAST 38TH   STREET                   ","            ",10016,1,0,1," 495 "," 1,821 ",1910,1,"A4"," 2,875,000 ","5/5/2016",2875000,1821,495,1578.80285557386,5808.08080808081,0
"13784",1,"MURRAY HILL              ","02  TWO FAMILY DWELLINGS                    ","1",910,51,NA,"S2","220 EAST 30TH STREET                     ","            ",10016,2,1,3," 1,852 "," 4,243 ",1899,1,"S2"," 4,000,000 ","11/3/2015",4e+06,4243,1852,942.729201037002,2159.82721382289,0
"13785",1,"MURRAY HILL              ","02  TWO FAMILY DWELLINGS                    ","1",910,53,NA,"B9","216 EAST 30TH STREET                     ","            ",10016,2,0,2," 1,852 "," 3,540 ",1901,1,"B9"," 5,250,000 ","10/28/2015",5250000,3540,1852,1483.05084745763,2834.77321814255,0
"14373",1,"SOHO                     ","01  ONE FAMILY DWELLINGS                    ","1",490,27,NA,"A4","50 SULLIVAN STREET                       ","            ",10013,1,1,1," 2,286 "," 4,607 ",2014,1,"A4"," 12,933,334 ","8/4/2016",12933334,4607,2286,2807.3223355763,5657.62642169729,0
"14374",1,"SOHO                     ","01  ONE FAMILY DWELLINGS                    ","1",490,28,NA,"A4","40 SULLIVAN STREET                       ","            ",10013,1,0,1," 2,100 "," 4,607 ",2015,1,"A4"," 8,233,333 ","8/4/2016",8233333,4607,2100,1787.13544606034,3920.63476190476,0
"14375",1,"SOHO                     ","01  ONE FAMILY DWELLINGS                    ","1",490,29,NA,"A4","30 SULLIVAN STREET                       ","            ",10013,1,0,1," 1,937 "," 4,607 ",2015,1,"A4"," 8,233,333 ","8/4/2016",8233333,4607,1937,1787.13544606034,4250.55911202891,0
"14376",1,"SOHO                     ","01  ONE FAMILY DWELLINGS                    ","1",490,30,NA,"A4","130 AVENUE OF THE AMERIC                 ","            ",10013,1,0,1," 1,762 "," 4,607 ",2015,1,"A4"," 8,858,775 ","7/20/2016",8858775,4607,1762,1922.89450835685,5027.68161180477,0
"14377",1,"SOHO                     ","01  ONE FAMILY DWELLINGS                    ","1",519,63,NA,"A4","37 CHARLTON STREET                       ","            ",10014,1,0,1," 2,485 "," 3,972 ",1899,1,"A4"," 11,500,000 ","9/9/2015",11500000,3972,2485,2895.26686807654,4627.76659959759,0
"14378",1,"SOHO                     ","01  ONE FAMILY DWELLINGS                    ","1",520,40,NA,"A9","17 KING STREET                           ","            ",10014,1,0,1," 1,588 "," 3,192 ",1900,1,"A9"," 5,250,000 ","9/29/2015",5250000,3192,1588,1644.73684210526,3306.04534005038,0
"14379",1,"SOHO                     ","02  TWO FAMILY DWELLINGS                    ","1",230,8,NA,"S2","327 CANAL STREET                         ","            ",10013,2,1,3," 1,650 "," 3,468 ",1915,1,"S2"," 4,750,000 ","7/28/2016",4750000,3468,1650,1369.66551326413,2878.78787878788,0
"14841",1,"TRIBECA                  ","01  ONE FAMILY DWELLINGS                    ","1",141,9,NA,"A7","148 READE STREET                         ","            ",10013,1,0,1," 1,370 "," 6,800 ",1999,1,"A7"," 15,900,000 ","10/28/2015",15900000,6800,1370,2338.23529411765,11605.8394160584,0
